"id","reference","categorie"
299,"SSD 128gb PCIe Gen3 Samsung","NVMe"
296,"SSD 128gb PCIe Gen3 Western Digital","NVMe"
298,"SSD 2TB PCIe Gen4 SK hynix","NVMe"
60,"Terra i3 8eme 16gb ddr4 240gb sata SSD","PC BUREAU"
104,"HP - 65w","Chargeur HP"
267,"90w","Adapter"
268,"90w","Adapter"
269,"90w","Adapter"
270,"90w","Adapter"
271,"90w","Adapter"
903,"USB-C to C 5Gbps 100W 5A","Cable"
904,"USB-C to C 5Gbps 100W 5A","Cable"
274,"Kingston SSD SATA 480GB","SATA"
275,"Kingston SSD SATA 480GB","SATA"
276,"Kingston SSD SATA 480GB","SATA"
277,"Kingston SSD SATA 480GB","SATA"
278,"Kingston SSD SATA 480GB","SATA"
279,"Kingston SSD SATA 480GB","SATA"
280,"Kingston SSD SATA 480GB","SATA"
286,"SAMSUNG 960gb","SATA"
287,"SAMSUNG 960gb","SATA"
288,"SAMSUNG 960gb","SATA"
676,"SSD 256gb","SATA"
677,"SSD 256gb","SATA"
289,"WDRED SSD SATA 1TB","SATA"
1472,"Seagate SkyHawk 1TB — 3,5""","SATA— 3,5"" HDD"
717,"P2000","CARTE GRAPHIQUE"
678,"SSD 256gb","SATA"
679,"SSD 256gb","SATA"
680,"SSD 256gb","SATA"
681,"SSD 256gb","SATA"
682,"SSD 256gb","SATA"
281,"SanDisk SSD SATA 500GB","SATA"
282,"SanDisk SSD SATA 500GB","SATA"
1473,"Seagate SkyHawk 1TB — 3,5""","SATA— 3,5"" HDD"
1200,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1201,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1202,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1107,"Asus Zenbook UX461FA i5-8265 U 16go LPDDR3 512GB ssd nvme 14p","laptop"
1101,"Dell Vostro 14-5410 i5-11320H 16go ddr4 512gb ssd nvme pcle 14p","laptop"
1109,"HP Probook 455R G6  AMD Ryzen 5-3500 U 8go ddr4 256gb ssd nvme 15.6p","laptop"
1437,"Lenovo thinkbook 14 G3 Ryzen 5 5500U 16gb ddr4 512gb nvme battery 4h","laptop"
1157,"Dell EMC PowerEdge R440","serveurs rack"
718,"P2000","CARTE GRAPHIQUE"
116,"HP - 120w","Chargeur HP"
105,"HP - 65w","Chargeur HP"
106,"HP - 65w","Chargeur HP"
107,"HP - 65w","Chargeur HP"
108,"HP - 65w","Chargeur HP"
1643,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1644,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1645,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1646,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
243,"65w","Adapter"
700,"SSD 256gb","SATA"
177,"LENOVO - 65w ( type C )","Chargeur LENOVO"
1650,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1475,"Toshiba 1TB — 3,5""","SATA— 3,5"" HDD"
1476,"Toshiba 1TB — 3,5""","SATA— 3,5"" HDD"
1477,"Toshiba 1TB — 3,5""","SATA— 3,5"" HDD"
701,"SSD 256gb","SATA"
702,"SSD 256gb","SATA"
703,"SSD 256gb","SATA"
704,"SSD 256gb","SATA"
705,"SSD 256gb","SATA"
706,"SSD 256gb","SATA"
707,"SSD 256gb","SATA"
407,"i3 - 6100","INTEL"
424,"i3 - 6100","INTEL"
425,"i3 - 6100","INTEL"
396,"i3 - 6100","INTEL"
1192,"HP Z240-INTEL CORE i7","Station de travail"
1198,"Tour noir -carte mere M10 JNP 2SB, 16GO RAM, XEON E-2236","Station de travail"
1193,"Tours avec boitier Fractal Design","Station de travail"
708,"SSD 256gb","SATA"
709,"SSD 256gb","SATA"
684,"SSD 256gb","SATA"
683,"SSD 256gb","SATA"
1194,"Tours avec boitier Fractal Design","Station de travail"
1110,"Dell Vostro 3580 i5-8265 8go ddr4 256gb ssd nvme 15.6p","laptop"
1111,"Dell Vostro 3580 i5-8265 8go ddr4 256gb ssd nvme 15.6p","laptop"
1112,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1113,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1114,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1117,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1118,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1119,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1177,"Dell EMC PowerEdge T440","serveurs Tour"
1171,"HP PROLiant ML350 Gen9","serveurs Tour"
1172,"HP PROLiant ML350 Gen9","serveurs Tour"
1173,"HP PROLiant ML350 Gen9","serveurs Tour"
1651,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
394,"i3 - 7100T","INTEL"
395,"i5 - 6500","INTEL"
392,"i5 - 6500T","INTEL"
393,"i5 - 6500T","INTEL"
293,"SSD 512GB Western Digital","NVMe"
731,"P6000","CARTE GRAPHIQUE"
117,"HP - 120w","Chargeur HP"
733,"RTX 3080","CARTE GRAPHIQUE"
178,"LENOVO - 65w ( type C )","Chargeur LENOVO"
728,"P2200","CARTE GRAPHIQUE"
732,"P6000","CARTE GRAPHIQUE"
179,"LENOVO - 65w ( type C )","Chargeur LENOVO"
180,"LENOVO - 65w ( type C )","Chargeur LENOVO"
397,"i3 - 6100","INTEL"
398,"i3 - 6100","INTEL"
399,"i3 - 6100","INTEL"
400,"i3 - 6100","INTEL"
729,"GTX 1050 TI","CARTE GRAPHIQUE"
245,"65w","Adapter"
719,"P2000","CARTE GRAPHIQUE"
720,"P2000","CARTE GRAPHIQUE"
246,"65w","Adapter"
1478,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1479,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1480,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1481,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1509,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1474,"Seagate SkyHawk 1TB — 3,5""","SATA— 3,5"" HDD"
1523,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1524,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1525,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1081,"Lenovo thinkpad L13 G3 Ryzen 5-5675 U 8go ddr4 256gb ssd nvme 13.3p","laptop"
1146,"HPE PROLiant DL360 Gen10","serveurs rack"
439,"i3 - 8100","INTEL"
440,"i3 - 8100","INTEL"
441,"i3 - 8100","INTEL"
442,"i3 - 8100","INTEL"
446,"i3 - 8100T","INTEL"
447,"i3 - 8100T","INTEL"
443,"i3 - 9100","INTEL"
444,"i3 - 9100","INTEL"
445,"i5 - 6400T","INTEL"
1124,"HP PRODESK 400 G7 I3 10TH 256GB SSD 8GB RAM","PC BUREAU SSF"
1121,"HP PRODESK I3 7100 8GB RAM SANS DISQUE","PC BUREAU SSF"
111,"HP - 65w","Chargeur HP"
112,"HP - 65w","Chargeur HP"
113,"HP - 65w","Chargeur HP"
226,"LENOVO - 130w / 135 w","Chargeur LENOVO"
227,"LENOVO - 130w / 135 w","Chargeur LENOVO"
228,"LENOVO - 130w / 135 w","Chargeur LENOVO"
229,"LENOVO - 130w / 135 w","Chargeur LENOVO"
230,"LENOVO - 130w / 135 w","Chargeur LENOVO"
95,"HP - 45w","Chargeur HP"
96,"HP - 45w","Chargeur HP"
97,"HP - 45w","Chargeur HP"
114,"HP - 65w","Chargeur HP"
115,"HP - 65w","Chargeur HP"
135,"DELL - 65w","Chargeur DELL"
136,"DELL - 65w","Chargeur DELL"
137,"DELL - 65w","Chargeur DELL"
186,"LENOVO - 65w ( type C )","Chargeur LENOVO"
187,"LENOVO - 65w ( type C )","Chargeur LENOVO"
188,"LENOVO - 65w ( type C )","Chargeur LENOVO"
189,"LENOVO - 65w ( type C )","Chargeur LENOVO"
207,"LENOVO - 90w","Chargeur LENOVO"
426,"i3 - 6100","INTEL"
427,"i3 - 6100","INTEL"
428,"i3 - 6100","INTEL"
163,"LENOVO - 65w ( normal )","Chargeur LENOVO"
208,"LENOVO - 90w","Chargeur LENOVO"
209,"LENOVO - 90w","Chargeur LENOVO"
429,"i3 - 6100","INTEL"
430,"i3 - 6100","INTEL"
164,"LENOVO - 65w ( normal )","Chargeur LENOVO"
165,"LENOVO - 65w ( normal )","Chargeur LENOVO"
166,"LENOVO - 65w ( normal )","Chargeur LENOVO"
167,"LENOVO - 65w ( normal )","Chargeur LENOVO"
431,"i3 - 6100","INTEL"
432,"i3 - 6100","INTEL"
433,"i3 - 6100","INTEL"
150,"DELL - 130w / 135w","Chargeur DELL"
151,"DELL - 130w / 135w","Chargeur DELL"
152,"DELL - 130w / 135w","Chargeur DELL"
138,"DELL - 65w","Chargeur DELL"
139,"DELL - 65w","Chargeur DELL"
434,"i3 - 6100","INTEL"
657,"SSD 256gb","SATA"
658,"SSD 256gb","SATA"
659,"SSD 256gb","SATA"
660,"SSD 256gb","SATA"
661,"SSD 256gb","SATA"
662,"SSD 256gb","SATA"
1482,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1483,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1484,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1485,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1486,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1487,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1526,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1923,"Samsung 4GB DDR4 (M378A5143EB1-CPB / PC4-2133P) - UDIMM","Samsung"
1924,"Samsung 4GB DDR4 (M378A5143EB1-CPB / PC4-2133P) - UDIMM","Samsung"
1925,"Samsung 4GB DDR4 (M378A5143EB1-CPB / PC4-2133P) - UDIMM","Samsung"
408,"i3 - 6100","INTEL"
409,"i3 - 6100","INTEL"
410,"i3 - 6100","INTEL"
411,"i3 - 6100","INTEL"
412,"i3 - 6100","INTEL"
413,"i3 - 6100","INTEL"
201,"LENOVO - 90w","Chargeur LENOVO"
202,"LENOVO - 90w","Chargeur LENOVO"
203,"LENOVO - 90w","Chargeur LENOVO"
204,"LENOVO - 90w","Chargeur LENOVO"
1926,"Samsung 4GB DDR4 (M378A5143EB1-CPB / PC4-2133P) - UDIMM","Samsung"
1461,"HP UltraSlim Docking Station","Station d'accueil"
1180,"Dell Precision 5820","Station de travail"
1181,"Dell Precision 5820","Station de travail"
1182,"Dell Precision 5820","Station de travail"
1183,"Dell Precision 5820","Station de travail"
1184,"Dell Precision 5820","Station de travail"
1185,"Dell Precision 5820","Station de travail"
1218,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1219,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1220,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1080,"Lenovo ideapad 3 81W2 RYZEN 5-3500 U 8go ddr4 256gb ssd nvme 15.6p","laptop"
1178,"Dell EMC PowerEdge T430","serveurs Tour"
1176,"HP PROLiant ML10 V2","serveurs Tour"
1174,"HP PROLiant ML350 Gen10","serveurs Tour"
1125,"HP PRODESK 400 G4 I3 7100T 8GB RAM 256GB SSD","PC BUREAU SSF"
1122,"HP PRODESK 400 G6 I3 9TH 8GB RAM 256GB SSD","PC BUREAU SSF"
1123,"Hp pro 290 G9 i3-12100 8gb Ram sans disque","PC BUREAU SSF"
222,"LENOVO - 130w / 135 w","Chargeur LENOVO"
223,"LENOVO - 130w / 135 w","Chargeur LENOVO"
224,"LENOVO - 130w / 135 w","Chargeur LENOVO"
1488,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1489,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1688,"HPE 300GB — SAS 15K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1490,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1491,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1492,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1493,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1494,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1495,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1496,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1497,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1498,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1499,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1500,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1501,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1502,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1503,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1504,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1505,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1506,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1507,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1508,"Seagate Barracuda 500GB — 3,5""","SATA— 3,5"" HDD"
1701,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1702,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1703,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1704,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1705,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1706,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1707,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1708,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1709,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1710,"Dell Enterprise Plus 1.92TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1697,"Dell 146GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1698,"Dell 146GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1699,"Dell 146GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1652,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1653,"Dell 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1578,"Dell 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1534,"Dell Enterprise Plus 1.2TB — SAS 10K — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1535,"Dell Enterprise Plus 1.2TB — SAS 10K — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1536,"Dell Enterprise Plus 1.2TB — SAS 10K — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1537,"Dell Enterprise Plus 1.2TB — SAS 10K — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1510,"Seagate Desktop HDD 500GB — 3,5""","SATA— 3,5"" HDD"
1511,"Seagate Desktop HDD 500GB — 3,5""","SATA— 3,5"" HDD"
1512,"Seagate Desktop HDD 500GB — 3,5""","SATA— 3,5"" HDD"
1513,"Seagate Desktop HDD 500GB — 3,5""","SATA— 3,5"" HDD"
1514,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1515,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1516,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1517,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1518,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1519,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1520,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1521,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1522,"WD Blue 500GB — 3,5""","SATA— 3,5"" HDD"
1274,"Caddy/emplacement SAS 300GO -15K RPM vide","Stockage-Disque SAS"
1272,"HDD SAS 146GO -15K RPM 3.5","Stockage-Disque SAS"
1273,"HDD SAS 146GO -15K RPM 3.5","Stockage-Disque SAS"
1263,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1264,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1297,"HPE P9Q37A G2 Basic PDU","PDU & ACCESSOIRES RACK"
1265,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1266,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1267,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1268,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1269,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1270,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1278,"Beemo 4-Bay NAS / Backup Unit","NAS, DAS & SAUVEGARDE"
1282,"Boitier de sauvegarde Rex-Backup -Fireproof/ Waterproof, avec boite QNAP","NAS, DAS & SAUVEGARDE"
1281,"Dell PowerVault MD3420 DAS","NAS, DAS & SAUVEGARDE"
1276,"NAS Buffalo TeraStaion -format rack","NAS, DAS & SAUVEGARDE"
1280,"NETGEAR ReadyNAS 2100 NAS","NAS, DAS & SAUVEGARDE"
1279,"QNAP TS-453A NAS","NAS, DAS & SAUVEGARDE"
1275,"Serveuur NAS Terra- Format tour","NAS, DAS & SAUVEGARDE"
1277,"Synology DiskStation DS1512+NAS","NAS, DAS & SAUVEGARDE"
1298,"HPE 729871-001 -2U Cable MANAGEMENT Arm kit","PDU & ACCESSOIRES RACK"
1287,"Cisco  WS-C2960X -24PS-L Switch","RESEAU-SWITCHES"
1289,"Cisco  WS-C2960X -48PS-L Switch","RESEAU-SWITCHES"
1290,"Cisco SG350-28MP-K9-EU Switch","RESEAU-SWITCHES"
1291,"Cisco SG350-28MP-K9-EU Switch","RESEAU-SWITCHES"
1294,"HP JE006A-V1910-24G Switch","RESEAU-SWITCHES"
1293,"HPE J9855A-2530-48G-PoE+ Switch","RESEAU-SWITCHES"
1295,"NETGEAR GS752TPP-100EUS Switch","RESEAU-SWITCHES"
1296,"NETGEAR GS752TPP-100EUS Switch","RESEAU-SWITCHES"
1283,"ZYXEL Ethernet Switch - En boite","RESEAU-SWITCHES"
1284,"ZYXEL Ethernet Switch - En boite","RESEAU-SWITCHES"
1271,"HDD SAS 1To- Seagate Exos 7E8 3.5","Stockage-Disque SAS"
1658,"HPE 300GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1659,"HPE 300GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1660,"HPE 300GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1661,"HPE 300GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1662,"HPE 300GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1663,"HPE 300GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1587,"Dell 600GB — SAS 15K 12Gbps — avec adaptateur 3,5""","SAS — 2,5"" — 600GB / 900GB HDD"
1588,"Dell 600GB — SAS 15K 12Gbps — avec adaptateur 3,5""","SAS — 2,5"" — 600GB / 900GB HDD"
1589,"Dell 600GB — SAS 15K 12Gbps — avec adaptateur 3,5""","SAS — 2,5"" — 600GB / 900GB HDD"
1590,"Dell 600GB — SAS 15K 12Gbps — avec adaptateur 3,5""","SAS — 2,5"" — 600GB / 900GB HDD"
1609,"HPE 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1610,"HPE 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1654,"Dell 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1655,"Dell 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1656,"Dell 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1657,"Dell 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1611,"HPE 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1612,"HPE 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1613,"HPE 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1614,"HPE 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1615,"HPE 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1303,"Blocs d'alimentation (PSU) serveur 800W","COMPOSANTS"
1304,"Blocs d'alimentation (PSU) serveur 800W","COMPOSANTS"
1311,"Blocs/modules de ventilation complets pour serveur Lot de ventilateurs SUNON - Modèle PF92381BX-D110-Q99-- et Nidec UltraFlo  Lot de dissipateurs thermiques (Heatsinks) pour processeurs Lot de cages et fonds de panier (Backplanes) SAS/SATA pour disques durs  Divers: pâte thermique, supports de montage CPU et caddies pour disques durs  RÉCAPITULATIF COMPLET","COMPOSANTS"
1711,"Dell Enterprise Plus 1.92TB — SAS — PX05SRB192Y — 2,5""","SAS / NVMe — 2,5"" SSD"
1712,"HPE 3.84TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1713,"HPE 3.84TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1718,"IBM Storage 3.2TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1616,"HPE 600GB — SAS 15K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1617,"HPE 600GB — SAS 15K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1618,"HPE 600GB — SAS 15K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1532,"Toshiba 500GB — 3,5""","SATA— 3,5"" HDD"
1533,"Toshiba 500GB — 3,5""","SATA— 3,5"" HDD"
1527,"Western Digital WD RE3 500GB — 3,5""","SATA— 3,5"" HDD"
1528,"Western Digital WD RE3 500GB — 3,5""","SATA— 3,5"" HDD"
1529,"Western Digital WD RE3 500GB — 3,5""","SATA— 3,5"" HDD"
1530,"Western Digital WD RE3 500GB — 3,5""","SATA— 3,5"" HDD"
1531,"Western Digital WD RE3 500GB — 3,5""","SATA— 3,5"" HDD"
1186,"Dell Precision 5820","Station de travail"
1187,"Dell Precision 5820","Station de travail"
1188,"Dell Precision 5820","Station de travail"
1189,"Dell Precision 5820","Station de travail"
1190,"Dell Precision 5820","Station de travail"
1199,"HP t540 Thin Client -Windows 10","Station de travail"
1302,"Lenovo ThinkVision T22i-20","ecran"
941,"Workstation Pro - Xeon 4214 & RTX 2080 Ti - 32Go RAM - 1Tb nvme gen 4","Station de travail"
1336,"Canon imageRUNNER ADVANCE 525i","Imprimante"
1242,"HDD SAS 2To-7.2K RPM-BLEU-Seagate Enterpise Capacity 3.5v5","Stockage-Disque SAS"
1243,"HDD SAS 2To-7.2K RPM-BLEU-Seagate Enterpise Capacity 3.5v5","Stockage-Disque SAS"
1233,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1234,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1235,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1236,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1237,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1238,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1239,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1240,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1241,"HDD SAS 2To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1224,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1225,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1226,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1227,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1228,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1229,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1230,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1231,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1232,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1352,"Dell EMC T440 Silver 4110","serveurs Tour"
1342,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1343,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1344,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1345,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1346,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1333,"Canon imageRUNNER C1325iF","Imprimante"
1315,"PORT Connect Slim Wireless Keyboard","CLAVIERS & PÉRIPHÉRIQUES"
1334,"Canon imageRUNNER C1325iF","Imprimante"
1327,"HP Color LaserJet Pro MFP M477fdn","Imprimante"
1328,"HP Color LaserJet Pro MFP M477fdn","Imprimante"
1329,"HP Color LaserJet Pro MFP M477fdn","Imprimante"
1330,"HP Color LaserJet Pro MFP M477fdn","Imprimante"
1317,"HP LaserJet Enterprise M507x - Monochrome Laser Printer","Imprimante"
1319,"HP LaserJet Managed E60155","Imprimante"
1337,"HP LaserJet Managed MFP E52645","Imprimante"
1338,"HP LaserJet Managed MFP E52645","Imprimante"
1339,"HP LaserJet Managed MFP E52645","Imprimante"
1340,"HP LaserJet Managed MFP E52645","Imprimante"
1341,"HP LaserJet Managed MFP E52645","Imprimante"
1320,"HP LaserJet Pro 400 M401a","Imprimante"
1321,"HP LaserJet Pro 400 M401a","Imprimante"
1324,"HP LaserJet Pro M501","Imprimante"
1325,"HP LaserJet Pro M501","Imprimante"
1326,"HP LaserJet Pro M501","Imprimante"
